"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0002709"	"BP"	"GO:0002709"	"regulation of T cell mediated immunity"	"15/1074"	"99/18870"	0.000463184145135081	0.0110165170205657	0.00945647712891884	"WAS/PTPRC/IL4I1/GATA3/CD80/CCR2/SASH3/KLRC1/IL18/IL7R/IL12A/LILRB4/ZP3/TAP2/HLA-DRA"	15
"GO:0002704"	"BP"	"GO:0002704"	"negative regulation of leukocyte mediated immunity"	"12/1074"	"69/18870"	0.000471592309313751	0.0111436650233295	0.0095656198078507	"CD84/PTPRC/IL4I1/JAK3/CD80/CCR2/KLRC1/HAVCR2/CD96/IL7R/LGALS9/LILRB4"	12
"GO:0045576"	"BP"	"GO:0045576"	"mast cell activation"	"12/1074"	"69/18870"	0.000471592309313751	0.0111436650233295	0.0095656198078507	"LCP2/CD84/NDRG1/PIK3CG/RAC2/CD226/S100A12/LGALS9/GATA2/PLSCR1/S100A13/LYN"	12
"GO:0042772"	"BP"	"GO:0042772"	"DNA damage response, signal transduction resulting in transcription"	"6/1074"	"19/18870"	0.000478758665391539	0.0112073363509181	0.00962027469123945	"RPS6KA6/FOXM1/BRCA2/COPS3/RPL26/MUC1"	6
"GO:0002407"	"BP"	"GO:0002407"	"dendritic cell chemotaxis"	"7/1074"	"26/18870"	0.000479748881676265	0.0112073363509181	0.00962027469123945	"PIK3CG/CCR2/SLAMF8/IL12A/LGALS9/GPR183/CCL5"	7
"GO:0060333"	"BP"	"GO:0060333"	"type II interferon-mediated signaling pathway"	"7/1074"	"26/18870"	0.000479748881676265	0.0112073363509181	0.00962027469123945	"IFNGR1/JAK2/IFNG/STAT1/IRF1/MED1/PTPN2"	7
"GO:0032945"	"BP"	"GO:0032945"	"negative regulation of mononuclear cell proliferation"	"14/1074"	"89/18870"	0.000480548004845102	0.0112073363509181	0.00962027469123945	"TYROBP/IL4I1/CD274/CD80/IDO1/IL2RA/HAVCR2/LRRC32/DLG5/MNDA/LGALS9/LILRB4/LYN/RASSF5"	14
"GO:0007249"	"BP"	"GO:0007249"	"canonical NF-kappaB signal transduction"	"32/1074"	"300/18870"	0.000481986298136487	0.0112073363509181	0.00962027469123945	"FYN/BIRC3/ESR1/HMOX1/CD40/PIM2/IKBKB/RELB/HSPB1/GAPDH/ECT2/STAT1/TNFAIP3/TNFSF10/OPTN/TANK/ECM1/GJA1/LURAP1L/RHOC/S100B/JMJD8/S100A12/LGALS9/SHARPIN/LILRB4/S100A13/PLCG2/CARD16/TRIM59/UBD/LTB"	32
"GO:0034110"	"BP"	"GO:0034110"	"regulation of homotypic cell-cell adhesion"	"8/1074"	"34/18870"	0.000516565059024482	0.0119351126970799	0.0102449912291071	"CD9/PLAUR/JAK2/RDX/UBASH3B/PRKCA/LYN/CCL5"	8
"GO:0043372"	"BP"	"GO:0043372"	"positive regulation of CD4-positive, alpha-beta T cell differentiation"	"8/1074"	"34/18870"	0.000516565059024482	0.0119351126970799	0.0102449912291071	"IFNG/CD80/SASH3/RARA/IL2RG/IL18/LGALS9/HLA-DRA"	8
"GO:0070234"	"BP"	"GO:0070234"	"positive regulation of T cell apoptotic process"	"5/1074"	"13/18870"	0.000518442182627638	0.0119405765986201	0.0102496813920554	"CD274/IDO1/ZC3H8/LGALS9/CCL5"	5
"GO:1904019"	"BP"	"GO:1904019"	"epithelial cell apoptotic process"	"19/1074"	"144/18870"	0.000532626291619113	0.0122285619886559	0.0104968854084657	"E2F2/ESR1/JAK2/HMOX1/CD40/PIK3CG/SFRP4/GATA3/CCL2/KRT18/ITGA4/TNFAIP3/H19/RAMP2/IGF1R/TCF7L2/KRT8/FGG/GATA2"	19
"GO:1902106"	"BP"	"GO:1902106"	"negative regulation of leukocyte differentiation"	"16/1074"	"111/18870"	0.00053774374293561	0.0122854782606045	0.0105457418140738	"TMEM176A/RUNX3/FSTL3/JAK3/CDK6/GLI3/IRF1/FGL2/RARA/ZC3H8/UBASH3B/PTPN2/GATA2/LILRB4/LYN/CCL3"	16
"GO:0050922"	"BP"	"GO:0050922"	"negative regulation of chemotaxis"	"12/1074"	"70/18870"	0.000540169420636636	0.0122854782606045	0.0105457418140738	"SEMA3F/SEMA3G/SEMA3B/CCL2/PADI2/GPR18/CXCL13/SLAMF8/ROBO1/PTPN2/AIF1/KLRK1"	12
"GO:0071479"	"BP"	"GO:0071479"	"cellular response to ionizing radiation"	"12/1074"	"70/18870"	0.000540169420636636	0.0122854782606045	0.0105457418140738	"EEF1D/GATA3/RAD51AP1/ECT2/ITGB6/TANK/BRCA2/RHOB/RPL26/IFI16/RAD9A/BLM"	12
"GO:0051225"	"BP"	"GO:0051225"	"spindle assembly"	"18/1074"	"133/18870"	0.00054328825037808	0.0123179186487591	0.0105735883456104	"ASPM/SPAG5/TPX2/BIRC5/KIF4A/MISP/MYBL2/CDC20/NEK2/STIL/HAUS8/KIF23/INCENP/CCNB2/PLK1/KIFC2/CCDC69/PRC1"	18
"GO:1901988"	"BP"	"GO:1901988"	"negative regulation of cell cycle phase transition"	"30/1074"	"277/18870"	0.000554469847762548	0.0125323961242727	0.0107576938426634	"TRIP13/GTSE1/RBL1/BIRC5/WDR76/EZH2/CCL2/CCND1/TTK/CDC20/CCNB1/BRIP1/DNA2/BRCA2/NUF2/HORMAD1/CTDSP1/INCENP/RPL26/APBB2/MAD2L1/PLK1/CDT1/BUB1/CDK1/RAD9A/NABP1/CRLF3/MUC1/BLM"	30
"GO:0001818"	"BP"	"GO:0001818"	"negative regulation of cytokine production"	"38/1074"	"381/18870"	0.000567911555081525	0.0127964715104747	0.0109843737311678	"TYROBP/SLC11A1/CD84/NAV3/PTPRC/C1QTNF3/OAS1/HOMER2/RELB/JAK3/EZH2/GATA3/IFNG/FXR1/GBP1/TNFAIP3/TGFB3/CD274/SRGN/NMI/GPR18/IDO1/RARA/XAF1/PTPN22/HAVCR2/LRRC32/BANK1/CD96/APOA2/LAPTM5/NDRG2/IL12A/LGALS9/SIGIRR/LILRB4/CARD16/ORM1"	38
"GO:0042542"	"BP"	"GO:0042542"	"response to hydrogen peroxide"	"15/1074"	"101/18870"	0.000575624120078611	0.012930223289914	0.0110991850314053	"FYN/HMOX1/STK24/EZH2/COL1A1/SOD2/ECT2/STAT1/TNFAIP3/PTK2B/PCNA/RHOB/CDK1/HDAC2/AQP1"	15
"GO:0034113"	"BP"	"GO:0034113"	"heterotypic cell-cell adhesion"	"11/1074"	"61/18870"	0.000584594016256276	0.0130913084625021	0.0112374590655255	"CD44/PTPRC/GCNT2/ITGA4/CD2/DSC2/CXADR/VCAM1/FGG/JUP/CD47"	11
"GO:0006260"	"BP"	"GO:0006260"	"DNA replication"	"30/1074"	"278/18870"	0.000588616518228193	0.0131409540480515	0.0112800743806404	"DBF4/POLA2/MCM10/POLD3/ORC6/CCNE1/GTPBP4/PCNA/LPIN1/DNA2/BRCA2/NFIC/CCNA2/NFIB/NFIA/S100A11/RFC4/CDT1/FEN1/INO80E/CDK1/ESCO2/RRM2/POLD4/RMI2/FAM111B/BLM/WDHD1/BAZ1A/DACH1"	30
"GO:0014002"	"BP"	"GO:0014002"	"astrocyte development"	"9/1074"	"43/18870"	0.000590872725359933	0.013150983777277	0.0112886838081803	"IFNGR1/CDK6/IFNG/S100A8/S100A9/ROR2/LAMB2/C1QA/MAPT"	9
"GO:0002220"	"BP"	"GO:0002220"	"innate immune response activating cell surface receptor signaling pathway"	"14/1074"	"91/18870"	0.000605173611867456	0.0133102989194208	0.0114254384644079	"FYN/TYROBP/OAS1/IKBKB/TNFAIP3/NMI/PTPN22/KLRC1/PIK3AP1/SCIMP/PLCG2/KLRC3/KLRK1/LYN"	14
"GO:0002269"	"BP"	"GO:0002269"	"leukocyte activation involved in inflammatory response"	"10/1074"	"52/18870"	0.000606917504365864	0.0133102989194208	0.0114254384644079	"TYROBP/IFNGR1/PTPRC/JAK2/CTSC/IFNG/C1QA/MAPT/AIF1/CCL3"	10
"GO:0006968"	"BP"	"GO:0006968"	"cellular defense response"	"10/1074"	"52/18870"	0.000606917504365864	0.0133102989194208	0.0114254384644079	"TYROBP/GNLY/PTK2B/CCR2/CXCL9/NCF1/TRAT1/MNDA/SH2D1A/KLRC3"	10
"GO:0140507"	"BP"	"GO:0140507"	"granzyme-mediated programmed cell death signaling pathway"	"4/1074"	"8/18870"	0.000607174943837278	0.0133102989194208	0.0114254384644079	"GZMB/NKG7/SRGN/GZMA"	4
"GO:2000427"	"BP"	"GO:2000427"	"positive regulation of apoptotic cell clearance"	"4/1074"	"8/18870"	0.000607174943837278	0.0133102989194208	0.0114254384644079	"CCL2/C2/C4B/C4A"	4
"GO:0042445"	"BP"	"GO:0042445"	"hormone metabolic process"	"27/1074"	"241/18870"	0.000610538961792574	0.0133438515433224	0.0114542397289045	"DKK3/ESR1/PCSK5/CPQ/IL4I1/HPN/GATA3/STC2/PCSK4/RDH10/CHST8/MED1/FOXA1/STARD3/CTSL/CGA/FDX1/IGF1R/PCSK6/CRABP2/PLA2G7/TCF7L2/CPA3/BBS1/BACE2/CACNA1H/CYP21A2"	27
"GO:0035458"	"BP"	"GO:0035458"	"cellular response to interferon-beta"	"7/1074"	"27/18870"	0.000616123377317868	0.0134031641382757	0.0115051531161925	"OAS1/STAT1/IRF1/IFNAR2/MNDA/IFI16/AIM2"	7
"GO:0090307"	"BP"	"GO:0090307"	"mitotic spindle assembly"	"12/1074"	"71/18870"	0.000616935969541409	0.0134031641382757	0.0115051531161925	"TPX2/BIRC5/KIF4A/MISP/MYBL2/CDC20/NEK2/KIF23/INCENP/PLK1/KIFC2/PRC1"	12
"GO:0044843"	"BP"	"GO:0044843"	"cell cycle G1/S phase transition"	"30/1074"	"279/18870"	0.000624599349075254	0.0134902491742149	0.011579906111998	"DBF4/E2F2/PKD1/GTSE1/RBL1/CDKN3/FAM83D/PIM2/CCNE1/CDK6/EZH2/CCL2/CCND1/E2F3/STIL/RDX/CTDSP1/CCNA2/SKP2/CDKN2A/RPL26/MN1/CDK1/RRM2/CRLF3/MUC1/EIF4EBP1/PLCG2/AIF1/E2F4"	30
"GO:0097191"	"BP"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	"26/1074"	"229/18870"	0.000624651548737346	0.0134902491742149	0.011579906111998	"ERBB3/PTPRC/JAK2/HMOX1/SGK3/TNFRSF10A/UNC5B/KRT18/IFNG/CASP8AP2/TNFAIP3/TNFSF10/ITM2C/SKIL/BMPR1B/BCL2A1/TCF7L2/DEPTOR/ATF3/HMGB2/IL12A/AR/KRT8/FGG/SIAH2/LTB"	26
"GO:2000406"	"BP"	"GO:2000406"	"positive regulation of T cell migration"	"8/1074"	"35/18870"	0.000636586034745471	0.0137073170440164	0.0117662351797396	"CORO1A/CCL20/ITGA4/CCR2/CXCL13/CXCL10/AIF1/CCL5"	8
"GO:0002643"	"BP"	"GO:0002643"	"regulation of tolerance induction"	"6/1074"	"20/18870"	0.000651216672193091	0.0139398674712392	0.0119658543327121	"CD274/IDO1/IL2RA/HAVCR2/LILRB4/CD3E"	6
"GO:0043011"	"BP"	"GO:0043011"	"myeloid dendritic cell differentiation"	"6/1074"	"20/18870"	0.000651216672193091	0.0139398674712392	0.0119658543327121	"RELB/ITGB6/IRF4/CAMK4/BATF/UBD"	6
"GO:0002758"	"BP"	"GO:0002758"	"innate immune response-activating signaling pathway"	"28/1074"	"255/18870"	0.000672462839252063	0.0143524473433329	0.0123200091093101	"FYN/TYROBP/BIRC3/EIF2AK2/OAS1/ESR1/CD40/IKBKB/IFIH1/TNFAIP3/NMI/IRF1/SMPDL3B/PTPN22/KLRC1/HAVCR2/IRF4/OTULIN/GBP5/PIK3AP1/SCIMP/CTSS/AIM2/CLEC4E/PLCG2/KLRC3/KLRK1/LYN"	28
"GO:0051653"	"BP"	"GO:0051653"	"spindle localization"	"11/1074"	"62/18870"	0.000674717739863942	0.0143584669904379	0.012325176319152	"PAX6/ASPM/SPAG5/MISP/ACTR3/CENPA/NUSAP1/ACTR2/GJA1/MAD2L1/PLK1"	11
"GO:0007260"	"BP"	"GO:0007260"	"tyrosine phosphorylation of STAT protein"	"13/1074"	"82/18870"	0.000700440882866045	0.0147186188353402	0.0126343273582598	"FYN/JAK2/CD40/JAK3/IFNG/IL21/IL18/IL12A/PTPN2/HCLS1/HDAC2/LYN/CCL5"	13
"GO:0150076"	"BP"	"GO:0150076"	"neuroinflammatory response"	"13/1074"	"82/18870"	0.000700440882866045	0.0147186188353402	0.0126343273582598	"TYROBP/IFNGR1/PTPRC/JAK2/MMP9/CTSC/IFNG/IL18/C1QA/MAPT/PLCG2/AIF1/CCL3"	13
"GO:0033600"	"BP"	"GO:0033600"	"negative regulation of mammary gland epithelial cell proliferation"	"3/1074"	"4/18870"	0.000704234330262807	0.0147186188353402	0.0126343273582598	"GATA3/BRCA2/ROBO1"	3
"GO:1901624"	"BP"	"GO:1901624"	"negative regulation of lymphocyte chemotaxis"	"3/1074"	"4/18870"	0.000704234330262807	0.0147186188353402	0.0126343273582598	"CCL2/PADI2/KLRK1"	3
"GO:1904783"	"BP"	"GO:1904783"	"positive regulation of NMDA glutamate receptor activity"	"3/1074"	"4/18870"	0.000704234330262807	0.0147186188353402	0.0126343273582598	"CCL2/IFNG/CCR2"	3
"GO:1904798"	"BP"	"GO:1904798"	"positive regulation of core promoter binding"	"3/1074"	"4/18870"	0.000704234330262807	0.0147186188353402	0.0126343273582598	"PAX6/FOXC1/IFNG"	3
"GO:0050691"	"BP"	"GO:0050691"	"regulation of defense response to virus by host"	"9/1074"	"44/18870"	0.000705798017797984	0.0147186188353402	0.0126343273582598	"STAT1/TNFAIP3/APOBEC3F/PTPN22/ZDHHC1/AIM2/ZDHHC11/APOBEC3G/MMP12"	9
"GO:0071825"	"BP"	"GO:0071825"	"protein-lipid complex organization"	"10/1074"	"53/18870"	0.000710472984732489	0.0147737782368087	0.0126816756823679	"SOAT1/PCSK5/LPCAT3/APOE/APOC1/PCSK6/PLA2G7/APOA2/MFSD2A/APOC2"	10
"GO:0002698"	"BP"	"GO:0002698"	"negative regulation of immune effector process"	"17/1074"	"125/18870"	0.000723928208209172	0.0150106823343201	0.0128850319859692	"CD84/PTPRC/IL4I1/JAK3/TGFB3/CD80/CCR2/FGL2/KLRC1/HAVCR2/CD96/SLAMF8/APOA2/IL7R/LGALS9/LILRB4/CD47"	17
"GO:0048660"	"BP"	"GO:0048660"	"regulation of smooth muscle cell proliferation"	"21/1074"	"171/18870"	0.000733667144249859	0.0151694019200298	0.0130212754220183	"ELN/CALCRL/JAK2/HMOX1/MMP9/IFNG/SOD2/PDGFRB/STAT1/IGFBP5/TNFAIP3/TGFB3/APOE/IGF1R/TCF7L2/IL18/GJA1/NDRG2/IL12A/AIF1/CCL5"	21
"GO:2000116"	"BP"	"GO:2000116"	"regulation of cysteine-type endopeptidase activity"	"23/1074"	"195/18870"	0.000743173421019928	0.0153045075464387	0.0131372488520724	"FYN/PLAUR/BIRC3/CD44/JAK2/MMP9/PDCD5/CASP8AP2/TNFSF10/ANP32B/S100A8/LAPTM5/S100A9/IFI16/AIM2/LGALS9/ROBO1/CST2/SIAH2/MAPT/CARD16/PSMB9/AQP1"	23
"GO:0045860"	"BP"	"GO:0045860"	"positive regulation of protein kinase activity"	"30/1074"	"282/18870"	0.000744407209595948	0.0153045075464387	0.0131372488520724	"PKD1/SLC11A1/LCP2/ERBB3/PTPRC/TPX2/JAK2/CD40/TNFRSF10A/PIK3CG/EZH2/CCND1/IFNG/PRLR/PDGFRB/ECT2/PTK2B/CHI3L1/BORA/CARD14/IL18/LRP8/NCF1/S100A12/ROBO1/INSR/DOK7/EMP2/CCL5/SRCIN1"	30
"GO:0032736"	"BP"	"GO:0032736"	"positive regulation of interleukin-13 production"	"5/1074"	"14/18870"	0.000768816187510255	0.0156735132008393	0.0134539999200158	"GATA3/RARA/IRF4/IL18/LGALS9"	5
"GO:0045059"	"BP"	"GO:0045059"	"positive thymic T cell selection"	"5/1074"	"14/18870"	0.000768816187510255	0.0156735132008393	0.0134539999200158	"PTPRC/CD3G/CD3D/PTPN2/CD3E"	5
"GO:0051231"	"BP"	"GO:0051231"	"spindle elongation"	"5/1074"	"14/18870"	0.000768816187510255	0.0156735132008393	0.0134539999200158	"BIRC5/KIF4A/KIF23/INCENP/PRC1"	5
"GO:0051784"	"BP"	"GO:0051784"	"negative regulation of nuclear division"	"11/1074"	"63/18870"	0.000776099741258522	0.0157778042370936	0.013543522388619	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/HORMAD1/INCENP/MAD2L1/PLK1/BUB1"	11
"GO:0048245"	"BP"	"GO:0048245"	"eosinophil chemotaxis"	"7/1074"	"28/18870"	0.000781533323495131	0.0158439224115623	0.0136002776229187	"CCL7/CCL2/CCL8/CCL5/CCL4/CCL18/CCL3"	7
"GO:0042100"	"BP"	"GO:0042100"	"B cell proliferation"	"15/1074"	"104/18870"	0.000787496635160032	0.0158439224115623	0.0136002776229187	"TYROBP/PTPRC/CD40/TNFSF13B/CD79A/PRLR/SASH3/CD180/IL21/IKZF3/MNDA/IL7R/GPR183/MZB1/LYN"	15
"GO:0050848"	"BP"	"GO:0050848"	"regulation of calcium-mediated signaling"	"13/1074"	"83/18870"	0.00078805989461192	0.0158439224115623	0.0136002776229187	"ERBB3/P2RX5/HOMER2/PDGFRB/PLEK/GBP1/TRAT1/TBC1D10C/MAPT/PLCG2/CD3E/CCL4/CCL3"	13
"GO:0061844"	"BP"	"GO:0061844"	"antimicrobial humoral immune response mediated by antimicrobial peptide"	"13/1074"	"83/18870"	0.00078805989461192	0.0158439224115623	0.0136002776229187	"CXCL2/GAPDH/GNLY/CXCL6/CXCL9/CXCL14/CXCL13/S100A9/S100A12/CXCL1/CXCL10/CXCL11/CXCL8"	13
"GO:0006575"	"BP"	"GO:0006575"	"cellular modified amino acid metabolic process"	"17/1074"	"126/18870"	0.000793433758857657	0.0159080189999064	0.0136552975462381	"MTHFD2/CPQ/HPN/GATA3/LPCAT3/VNN2/MED1/GAMT/SLC27A1/CGA/GGH/CSAD/SLC25A32/MFSD2A/MBOAT1/TYMS/PLSCR1"	17
"GO:0030330"	"BP"	"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	"12/1074"	"73/18870"	0.000798093562030239	0.0159574861111431	0.0136977596606405	"CD44/RPS6KA6/GTSE1/NDRG1/FOXM1/EEF1E1/BRCA2/COPS3/BATF/RPL26/MUC1/MYO6"	12
"GO:0050856"	"BP"	"GO:0050856"	"regulation of T cell receptor signaling pathway"	"9/1074"	"45/18870"	0.000838316103358819	0.0167157934253301	0.0143486837013254	"KCNN4/GBP1/PTPN22/CD226/LAPTM5/TRAT1/PTPN2/SH2D1A/LILRB4"	9
"GO:1902107"	"BP"	"GO:1902107"	"positive regulation of leukocyte differentiation"	"22/1074"	"185/18870"	0.000859083996470796	0.0170365485730639	0.0146240169770663	"TYROBP/RUNX3/PTPRC/IL4I1/GLI3/GATA3/IFNG/CD80/SASH3/RARA/IL2RA/IL15RA/SOX13/IL2RG/IL18/PRKCA/IL7R/LGALS9/ROR2/HCLS1/LILRB4/HLA-DRA"	22
"GO:1903708"	"BP"	"GO:1903708"	"positive regulation of hemopoiesis"	"22/1074"	"185/18870"	0.000859083996470796	0.0170365485730639	0.0146240169770663	"TYROBP/RUNX3/PTPRC/IL4I1/GLI3/GATA3/IFNG/CD80/SASH3/RARA/IL2RA/IL15RA/SOX13/IL2RG/IL18/PRKCA/IL7R/LGALS9/ROR2/HCLS1/LILRB4/HLA-DRA"	22
"GO:0007565"	"BP"	"GO:0007565"	"female pregnancy"	"22/1074"	"186/18870"	0.000923269111340573	0.0182596537835236	0.0156739192671805	"PRDM1/TRO/PGR/ESR1/PCSK5/MMP9/MAGED2/PRLR/STC2/IGFBP2/IGFBP5/TGFB3/MED1/IDO1/RARA/HAVCR2/HSPG2/GJA1/TPPP3/LGALS9/AR/EMP2"	22
"GO:0070269"	"BP"	"GO:0070269"	"pyroptosis"	"8/1074"	"37/18870"	0.000943875635456841	0.0186166039968967	0.01598032205516	"GZMB/GBP1/ZBP1/GZMA/GSDMC/GBP5/AIM2/CASP4"	8
"GO:0045931"	"BP"	"GO:0045931"	"positive regulation of mitotic cell cycle"	"17/1074"	"128/18870"	0.000949666987794701	0.0186802063166752	0.0160349177028778	"CCND1/SMOC2/CDC20/STIL/DLGAP5/FOXA1/CCNB1/RDX/BRCA2/CDCA5/PRKCA/CDK1/RRM2/UBE2C/PBX1/EIF4EBP1/AIF1"	17
"GO:0002705"	"BP"	"GO:0002705"	"positive regulation of leukocyte mediated immunity"	"19/1074"	"151/18870"	0.000958200577921957	0.0187972609329272	0.0161353963114394	"TYROBP/PTPRC/CD40/GATA3/SASH3/KLRC1/IL21/CD226/IL18/SCIMP/IL12A/CD28/SH2D1A/ZP3/PLCG2/TAP2/HLA-DRA/KLRC3/KLRK1"	19
"GO:0061640"	"BP"	"GO:0061640"	"cytoskeleton-dependent cytokinesis"	"16/1074"	"117/18870"	0.000964979990713786	0.0188793665925133	0.0162058750562714	"ANLN/BIRC5/KIF4A/ECT2/ACTR3/CENPA/CKAP2/NUSAP1/KIF23/ACTR2/CEP55/RHOB/INCENP/RHOC/MITD1/PLK1"	16
"GO:0006656"	"BP"	"GO:0006656"	"phosphatidylcholine biosynthetic process"	"7/1074"	"29/18870"	0.000980133477436566	0.0189215157792661	0.0162420555314422	"LPCAT3/FABP3/SLC27A1/APOA2/FABP5/MFSD2A/SLC44A4"	7
"GO:0036037"	"BP"	"GO:0036037"	"CD8-positive, alpha-beta T cell activation"	"7/1074"	"29/18870"	0.000980133477436566	0.0189215157792661	0.0162420555314422	"RUNX3/CD274/GPR18/IRF1/PTPN22/EOMES/LILRB4"	7
"GO:0045954"	"BP"	"GO:0045954"	"positive regulation of natural killer cell mediated cytotoxicity"	"7/1074"	"29/18870"	0.000980133477436566	0.0189215157792661	0.0162420555314422	"KLRC1/IL21/CD226/IL12A/SH2D1A/KLRC3/KLRK1"	7
"GO:0090025"	"BP"	"GO:0090025"	"regulation of monocyte chemotaxis"	"7/1074"	"29/18870"	0.000980133477436566	0.0189215157792661	0.0162420555314422	"CCR2/PLA2G7/SLAMF8/CXCL10/AIF1/LYN/CCL5"	7
"GO:0097066"	"BP"	"GO:0097066"	"response to thyroid hormone"	"7/1074"	"29/18870"	0.000980133477436566	0.0189215157792661	0.0162420555314422	"F7/HPN/MED1/CTSL/RDX/CTSS/C2"	7
"GO:0048659"	"BP"	"GO:0048659"	"smooth muscle cell proliferation"	"21/1074"	"175/18870"	0.000991474084968889	0.0190898105566232	0.0163865182241447	"ELN/CALCRL/JAK2/HMOX1/MMP9/IFNG/SOD2/PDGFRB/STAT1/IGFBP5/TNFAIP3/TGFB3/APOE/IGF1R/TCF7L2/IL18/GJA1/NDRG2/IL12A/AIF1/CCL5"	21
"GO:0032613"	"BP"	"GO:0032613"	"interleukin-10 production"	"11/1074"	"65/18870"	0.00101693668523059	0.0194770136713375	0.0167188898250514	"TYROBP/JAK3/CD274/SASH3/IDO1/IRF4/LGALS9/CD28/LILRB4/CD47/PLCG2"	11
"GO:0032653"	"BP"	"GO:0032653"	"regulation of interleukin-10 production"	"11/1074"	"65/18870"	0.00101693668523059	0.0194770136713375	0.0167188898250514	"TYROBP/JAK3/CD274/SASH3/IDO1/IRF4/LGALS9/CD28/LILRB4/CD47/PLCG2"	11
"GO:0051310"	"BP"	"GO:0051310"	"metaphase chromosome alignment"	"14/1074"	"96/18870"	0.00104165597770333	0.0197303117788813	0.0169363185964421	"CENPQ/SPAG5/BIRC5/FAM83D/ECT2/NEK2/KIF18A/KNSTRN/CCNB1/KIF2C/NUF2/CDCA5/INCENP/CDT1"	14
"GO:0006108"	"BP"	"GO:0006108"	"malate metabolic process"	"4/1074"	"9/18870"	0.00104371668519776	0.0197303117788813	0.0169363185964421	"ME1/ME2/MDH1B/D2HGDH"	4
"GO:0032201"	"BP"	"GO:0032201"	"telomere maintenance via semi-conservative replication"	"4/1074"	"9/18870"	0.00104371668519776	0.0197303117788813	0.0169363185964421	"PCNA/DNA2/FEN1/BLM"	4
"GO:0043615"	"BP"	"GO:0043615"	"astrocyte cell migration"	"4/1074"	"9/18870"	0.00104371668519776	0.0197303117788813	0.0169363185964421	"CCL2/CCR2/GPR183/CCL3"	4
"GO:1904668"	"BP"	"GO:1904668"	"positive regulation of ubiquitin protein ligase activity"	"4/1074"	"9/18870"	0.00104371668519776	0.0197303117788813	0.0169363185964421	"SKP1/CDC20/PLK1/UBE2C"	4
"GO:1903707"	"BP"	"GO:1903707"	"negative regulation of hemopoiesis"	"16/1074"	"118/18870"	0.00105867724626111	0.0199612771976382	0.0171345771926907	"TMEM176A/RUNX3/FSTL3/JAK3/CDK6/GLI3/IRF1/FGL2/RARA/ZC3H8/UBASH3B/PTPN2/GATA2/LILRB4/LYN/CCL3"	16
"GO:0043374"	"BP"	"GO:0043374"	"CD8-positive, alpha-beta T cell differentiation"	"5/1074"	"15/18870"	0.0010994676191387	0.0206768096436472	0.0177487836790104	"RUNX3/GPR18/IRF1/EOMES/LILRB4"	5
"GO:0033273"	"BP"	"GO:0033273"	"response to vitamin"	"13/1074"	"86/18870"	0.0011079592815969	0.0207457795737176	0.0178079868341525	"F7/CD40/COL1A1/SOD2/STC2/MED1/RARA/BRIP1/PIM1/IGF1R/MN1/CXCL10/TYMS"	13
"GO:0045839"	"BP"	"GO:0045839"	"negative regulation of mitotic nuclear division"	"10/1074"	"56/18870"	0.00111168645695931	0.0207457795737176	0.0178079868341525	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0060986"	"BP"	"GO:0060986"	"endocrine hormone secretion"	"10/1074"	"56/18870"	0.00111168645695931	0.0207457795737176	0.0178079868341525	"C1QTNF3/RAB11FIP3/GATA3/TBX3/CGA/GJA1/RAB11FIP1/RAB8B/HCAR2/AQP1"	10
"GO:1901990"	"BP"	"GO:1901990"	"regulation of mitotic cell cycle phase transition"	"35/1074"	"355/18870"	0.00112623397602105	0.0209635060805145	0.0179948812698477	"PKD1/ANLN/TRIP13/GTSE1/RBL1/BIRC5/CDK6/EZH2/CCL2/CCND1/TTK/CDC20/STIL/DLGAP5/CCNB1/RDX/NUF2/CTDSP1/CDCA5/CDKN2A/INCENP/RPL26/MAD2L1/PLK1/BUB1/CDK1/RRM2/NABP1/UBE2C/CRLF3/MUC1/PBX1/BLM/AIF1/UBD"	35
"GO:0002335"	"BP"	"GO:0002335"	"mature B cell differentiation"	"8/1074"	"38/18870"	0.0011367347091582	0.0211049877889118	0.0181163278701771	"POU2AF1/PTK2B/IL21/IRF8/IL2RG/SLAMF8/GPR183/PLCG2"	8
"GO:0031343"	"BP"	"GO:0031343"	"positive regulation of cell killing"	"12/1074"	"76/18870"	0.00115156503635968	0.0212954440685382	0.0182798137930858	"TYROBP/PTPRC/IFNG/KLRC1/IL21/CD226/IL12A/SH2D1A/TAP2/HLA-DRA/KLRC3/KLRK1"	12
